# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	350983	351084	-	JJLLKI_00962		Cytoplasmic protein	RefSeq:WP_000934834.1, SO:0001217, UniParc:UPI000005A270, UniRef:UniRef100_Q7CR50, UniRef:UniRef50_A0A3V4QZT2, UniRef:UniRef90_A0A3V4QZT2
contig_2	cds	351361	354333	-	JJLLKI_00963	res	type III restriction-modification system endonuclease	EC:3.1.21.5, GO:0003677, GO:0004386, GO:0005524, GO:0009307, GO:0015668, GO:0016788, KEGG:K01156, RefSeq:WP_001577339.1, SO:0001217, UniParc:UPI000230A8C7, UniRef:UniRef100_A0A6C8GT39, UniRef:UniRef50_P40815, UniRef:UniRef90_P40815
contig_2	cds	354343	356301	-	JJLLKI_00964	mod	Type III restriction-modification enzyme StyLTI Mod subunit	EC:2.1.1.72, GO:0003677, GO:0005737, GO:0008168, GO:0008170, GO:0009007, GO:0009307, GO:0032259, RefSeq:WP_000910357.1, SO:0001217, UniParc:UPI0002BBD14E, UniRef:UniRef100_A0A5Z4RAE8, UniRef:UniRef50_P40814, UniRef:UniRef90_P40814
contig_2	cds	356490	357743	-	JJLLKI_00965		Major facilitator superfamily (MFS) profile domain-containing protein	KEGG:K08178, RefSeq:WP_000288502.1, SO:0001217, UniParc:UPI00016041CB, UniRef:UniRef100_A0A5X3N619, UniRef:UniRef50_A9MMU8, UniRef:UniRef90_A9MMU8
contig_2	cds	358035	358229	-	JJLLKI_00966	golB	gold resistance metallochaperone GolB	BlastRules:WP_001159470, RefSeq:WP_001159470.1, SO:0001217, UniParc:UPI00000D5053, UniRef:UniRef100_Q8ZRG5, UniRef:UniRef50_A0A5Y3MVA9, UniRef:UniRef90_A0A5Y3MVA9
contig_2	cds	358307	358771	-	JJLLKI_00967	golS	Au(I) sensor transcriptional regulator GolS	BlastRules:WP_001020583, GO:0003677, GO:0003700, GO:0005507, GO:0045893, GO:0046688, NCBIProtein:AAL19308.1, RefSeq:WP_001020583.1, SO:0001217, UniParc:UPI00000CCE9E, UniRef:UniRef100_Q8ZRG6, UniRef:UniRef50_A0A750P4J6, UniRef:UniRef90_A0A750P4J6
contig_2	cds	358768	361071	-	JJLLKI_00968	golT	gold/copper-translocating P-type ATPase GolT	BlastRules:WP_000083318, EC:7.2.2.8, KEGG:K17686, NCBIProtein:AAL19307.1, RefSeq:WP_077463700.1, SO:0001217, UniParc:UPI000985C51C, UniRef:UniRef100_A0A5I4U2Q0, UniRef:UniRef50_Q9X5X3, UniRef:UniRef90_Q8ZRG7
contig_2	cds	361348	362574	+	JJLLKI_00969	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	BlastRules:WP_001254844, KEGG:K19595, NCBIProtein:AAL19306.1, RefSeq:WP_077463702.1, SO:0001217, UniParc:UPI0009847701, UniRef:UniRef100_A0A5I4TZU5, UniRef:UniRef50_A0A742LQM1, UniRef:UniRef90_A0A742LQM1
contig_2	cds	362571	365738	+	JJLLKI_00970	mdsB	multidrug efflux RND transporter permease subunit MdsB	BlastRules:WP_000673160, KEGG:K19594, NCBIProtein:AAL19305.1, RefSeq:WP_050068197.1, SO:0001217, UniParc:UPI00065F5977, UniRef:UniRef100_A0A3Y7RJZ3, UniRef:UniRef50_B1Z7P5, UniRef:UniRef90_A0A637CNC7
contig_2	cds	365755	367212	+	JJLLKI_00971	mdsC	multidrug efflux transporter outer membrane subunit MdsC	BlastRules:WP_001521068, RefSeq:WP_001577316.1, SO:0001217, UniParc:UPI000230A8BF, UniRef:UniRef100_A0A3U9F4R2, UniRef:UniRef50_Q7VZD2, UniRef:UniRef90_Q8ZRH0
contig_2	cds	367282	367641	-	JJLLKI_00972		DUF4156 domain-containing protein	RefSeq:WP_000722978.1, SO:0001217, UniParc:UPI00000CCE99, UniRef:UniRef100_Q8ZRH1, UniRef:UniRef50_A0A2C9P331, UniRef:UniRef90_A0A2C9P331
contig_2	cds	367934	368461	-	JJLLKI_00973		Response regulator	SO:0001217, UniParc:UPI0001AF3A8D, UniRef:UniRef100_A0A5W2AZA9, UniRef:UniRef50_H9L417, UniRef:UniRef90_H9L417
contig_2	cds	368719	369243	-	JJLLKI_00974		Outer membrane protein beta-barrel domain-containing protein	RefSeq:WP_057525082.1, SO:0001217, UniParc:UPI00070D0BF0, UniRef:UniRef100_A0A5W1RH69, UniRef:UniRef50_A0A2J4YQS5, UniRef:UniRef90_A0A5H9M162
contig_2	cds	369645	370133	-	JJLLKI_00975		Inner membrane protein	RefSeq:WP_000545415.1, SO:0001217, UniParc:UPI0001604289, UniRef:UniRef100_A0A5X2GTE1, UniRef:UniRef50_A0A344R589, UniRef:UniRef90_A0A5X5TXK8
contig_2	cds	370106	370849	-	JJLLKI_00976		Response regulator	RefSeq:WP_000081377.1, SO:0001217, UniParc:UPI0001F5CC3F, UniRef:UniRef100_A0A5W1RGM3, UniRef:UniRef50_D2TJN2, UniRef:UniRef90_A0A2C9P3A0
contig_2	cds	370949	372523	-	JJLLKI_00977	ydiV	Anti-FlhC(2)FlhD(4) factor YdiV	RefSeq:WP_072276125.1, SO:0001217, UniParc:UPI00030C36FB, UniRef:UniRef100_A0A5I4U2Q7, UniRef:UniRef50_A0A3S4HHV7, UniRef:UniRef90_A0A7D8ET20
contig_2	cds	372825	373325	-	JJLLKI_00978		Periplasmic protein	SO:0001217, UniParc:UPI00017B8458, UniRef:UniRef100_A0A1S0ZHF2, UniRef:UniRef50_D2TJN4, UniRef:UniRef90_M7S8S5
contig_2	cds	373298	374032	-	JJLLKI_00979		Transmembrane regulator	RefSeq:WP_001577310.1, SO:0001217, UniParc:UPI000230A8BA, UniRef:UniRef100_A0A5I4TZV6, UniRef:UniRef50_A0A378BZ07, UniRef:UniRef90_A0A4Z0KTK0
contig_2	cds	374696	375232	+	JJLLKI_00980		Fimbriae major subunit	RefSeq:WP_000062033.1, SO:0001217, UniParc:UPI000160428F, UniRef:UniRef100_A0A5W3GG86, UniRef:UniRef50_A0A084A4S0, UniRef:UniRef90_Q8ZRH9
contig_2	cds	375294	376055	+	JJLLKI_00981	stbB	fimbrial biogenesis chaperone StbB	KEGG:K15540, RefSeq:WP_077463708.1, SO:0001217, UniParc:UPI0009861BF0, UniRef:UniRef100_A0A5I4TZZ2, UniRef:UniRef50_A0A3S4G1S0, UniRef:UniRef90_A0A3S4G1S0
contig_2	cds	376039	378600	+	JJLLKI_00982		fimbrial outer membrane usher protein	KEGG:K07347, RefSeq:WP_077463710.1, SO:0001217, UniParc:UPI000986086D, UniRef:UniRef100_A0A5I4U039, UniRef:UniRef50_A0AAN3UQ31, UniRef:UniRef90_Q8ZRI1
contig_2	cds	378605	379930	+	JJLLKI_00983	stbD	fimbrial usher protein StbD	RefSeq:WP_000899098.1, SO:0001217, UniParc:UPI00018119A5, UniRef:UniRef100_A0A3Z3HRN0, UniRef:UniRef50_A0A6P1V930, UniRef:UniRef90_Q8ZRI2
contig_2	cds	379896	380654	+	JJLLKI_00984	stbE	fimbrial biogenesis chaperone StbE	BlastRules:WP_001247040, RefSeq:WP_001247032.1, SO:0001217, UniParc:UPI00016BECCD, UniRef:UniRef100_A0A3R0S7U6, UniRef:UniRef50_A6T544, UniRef:UniRef90_A0A3Z3FTN0
contig_2	cds	380701	381099	-	JJLLKI_00985		Outer membrane protein	RefSeq:WP_001577304.1, SO:0001217, UniParc:UPI000230A430, UniRef:UniRef100_A0A5I4U0M6, UniRef:UniRef50_A0A3W0GUS1, UniRef:UniRef90_A0A3W0GUS1
contig_2	cds	381824	382096	+	JJLLKI_00986		Cytoplasmic protein	RefSeq:WP_001675688.1, SO:0001217, UniParc:UPI00000CCE8C, UniRef:UniRef100_Q8ZRI5, UniRef:UniRef50_A0A627NQ03, UniRef:UniRef90_A0A627NQ03
contig_2	cds	382041	383006	-	JJLLKI_00987	lysR	LysR family transcriptional regulator	KEGG:K16135, RefSeq:WP_000859023.1, SO:0001217, UniParc:UPI00000CCE8B, UniRef:UniRef100_Q8ZRI6, UniRef:UniRef50_A0A486S272, UniRef:UniRef90_A0A379V1H4
contig_2	cds	383040	383954	-	JJLLKI_00988		Hydrolase or acyltransferase	RefSeq:WP_001577255.1, SO:0001217, UniParc:UPI0002309F61, UniRef:UniRef100_A0A6C8GTA8, UniRef:UniRef50_Q8ZRI7, UniRef:UniRef90_Q8ZRI7
contig_2	cds	383954	384832	-	JJLLKI_00989		Ureidoglycolate lyase	RefSeq:WP_001577254.1, SO:0001217, UniParc:UPI0002309F60, UniRef:UniRef100_A0A5W7Z490, UniRef:UniRef50_A0A6A8ET27, UniRef:UniRef90_A0A7D8INJ3
contig_2	cds	384847	385473	-	JJLLKI_00990	leuD2	3-isopropylmalate dehydratase small subunit 2	EC:4.2.1.33, GO:0003861, GO:0009098, GO:0009316, RefSeq:WP_000379343.1, SO:0001217, UniParc:UPI000012E40C, UniRef:UniRef100_Q8ZRI9, UniRef:UniRef50_Q8ZRI9, UniRef:UniRef90_Q8ZRI9
contig_2	cds	385475	386896	-	JJLLKI_00991	leuC2	3-isopropylmalate dehydratase large subunit 2	EC:4.2.1.33, GO:0003861, GO:0009098, GO:0046872, GO:0051539, KEGG:K01703, RefSeq:WP_001274861.1, SO:0001217, UniParc:UPI00016BF743, UniRef:UniRef100_A0A3W0FE03, UniRef:UniRef50_Q8ZRJ0, UniRef:UniRef90_Q8ZRJ0
contig_2	cds	387028	388260	-	JJLLKI_00992		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C6Z4I4, UniRef:UniRef90_A0A6C6Z4I4
contig_2	cds	388608	388907	-	JJLLKI_00993		DUF1889 domain-containing protein	RefSeq:WP_001141637.1, SO:0001217, UniParc:UPI000169EBA3, UniRef:UniRef100_A0A133LI29, UniRef:UniRef50_B5R5S1, UniRef:UniRef90_B5R5S1
contig_2	cds	389041	389169	-	JJLLKI_00994		Diol dehydratase reactivase ATPase-like domain-containing protein	RefSeq:WP_077221214.1, SO:0001217, UniParc:UPI0002E63A20, UniRef:UniRef100_A0A5W9FAV3, UniRef:UniRef50_A0A957WNX6, UniRef:UniRef90_A0A5W9FAV3
contig_2	cds	389114	389482	-	JJLLKI_00995		Glycerol dehydratase	RefSeq:WP_000157764.1, SO:0001217, UniParc:UPI0001604297, UniRef:UniRef100_A0A723VK88, UniRef:UniRef50_A0A6C8H6K5, UniRef:UniRef90_A0A5H7FUI5
contig_2	cds	389774	390175	-	JJLLKI_00996	orfA	IS3, transposase orfA	SO:0001217, UniParc:UPI00030A7CF6, UniRef:UniRef100_A0A1X8WB69, UniRef:UniRef50_A0A379NNH6, UniRef:UniRef90_A0A379NNH6
contig_2	cds	390188	390457	-	JJLLKI_00997		DUF4102 domain-containing protein	SO:0001217, UniParc:UPI00024F1925, UniRef:UniRef100_A0A723VJ15, UniRef:UniRef50_M4X4H8, UniRef:UniRef90_A0A3U1LQH9
contig_2	tRNA	390621	390696	-	JJLLKI_00998	trnT	tRNA-Thr(cgt)	SO:0000270
contig_2	cds	390812	392062	-	JJLLKI_00999	proA	glutamate-5-semialdehyde dehydrogenase	EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, KEGG:K00147, RefSeq:WP_001577235.1, SO:0001217, UniParc:UPI0002309F50, UniRef:UniRef100_A0A5Y3GL48, UniRef:UniRef50_P07004, UniRef:UniRef90_P40861
contig_2	cds	392074	393177	-	JJLLKI_01000	proB	Glutamate 5-kinase	COG:COG0263, COG:E, EC:2.7.2.11, GO:0003723, GO:0004349, GO:0005524, GO:0005829, GO:0055129, RefSeq:WP_001285275.1, SO:0001217, UniParc:UPI000005A284, UniRef:UniRef100_P65792, UniRef:UniRef50_P0A7B5, UniRef:UniRef90_P65792
contig_2	cds	393460	394512	+	JJLLKI_01001	phoE	phosphoporin PhoE	GO:0009279, GO:0015288, GO:0016020, GO:0034220, GO:0046930, KEGG:K11929, RefSeq:WP_001043667.1, SO:0001217, UniParc:UPI000169EBA7, UniRef:UniRef100_A0A617SQC6, UniRef:UniRef50_P02932, UniRef:UniRef90_P30705
contig_2	cds	394563	394964	-	JJLLKI_01002	crl	sigma factor-binding protein Crl	GO:0005737, GO:0045893, GO:2001008, RefSeq:WP_000174693.1, SO:0001217, UniParc:UPI000169EBA8, UniRef:UniRef100_B5EWK2, UniRef:UniRef50_P24251, UniRef:UniRef90_Q7CR52
contig_2	cds	395022	396266	-	JJLLKI_01003	frsA	esterase FrsA	EC:3.1.1.1, GO:0016788, GO:0106435, RefSeq:WP_000189586.1, SO:0001217, UniParc:UPI000048EF35, UniRef:UniRef100_B5EWK1, UniRef:UniRef50_P04335, UniRef:UniRef90_P37722
contig_2	cds	396355	396813	-	JJLLKI_01004	gpt	xanthine phosphoribosyltransferase	EC:2.4.2.-, EC:2.4.2.22, GO:0000287, GO:0000310, GO:0004422, GO:0005829, GO:0005886, GO:0006166, GO:0009116, GO:0032263, GO:0032264, GO:0032265, GO:0052657, KEGG:K00769, RefSeq:WP_001292018.1, SO:0001217, UniParc:UPI000005A288, UniRef:UniRef100_P0A277, UniRef:UniRef50_P0A277, UniRef:UniRef90_P0A277
contig_2	cds	397062	398519	+	JJLLKI_01005	pepD	cytosol nonspecific dipeptidase	COG:COG2195, COG:E, EC:3.4.13.-, EC:3.4.13.18, GO:0006508, GO:0016787, KEGG:K01270, RefSeq:WP_001292977.1, SO:0001217, UniParc:UPI00000D759B, UniRef:UniRef100_Q8ZRJ5, UniRef:UniRef50_P15288, UniRef:UniRef90_A0A2X4WSP8
contig_2	cds	398676	399290	-	JJLLKI_01006	prfH	peptide chain release factor H	GO:0003747, GO:0006415, KEGG:K02839, RefSeq:WP_000602087.1, SO:0001217, UniParc:UPI000169F985, UniRef:UniRef100_A0A3U7XKQ0, UniRef:UniRef50_A0A8W7PB50, UniRef:UniRef90_Q7CR53
contig_2	cds	399287	400426	-	JJLLKI_01007	rtcB	RNA ligase RtcB family protein	GO:0006396, GO:0008452, KEGG:K18148, RefSeq:WP_077463712.1, SO:0001217, UniParc:UPI0002EF18E6, UniRef:UniRef100_A0A6C8GTH5, UniRef:UniRef50_F0F1J2, UniRef:UniRef90_A0A379SDM2
contig_2	cds	400645	401700	-	JJLLKI_01008	dinB	DNA polymerase IV	EC:2.7.7.7, GO:0000287, GO:0003684, GO:0003887, GO:0005737, GO:0006261, GO:0006281, GO:0009432, GO:0042276, RefSeq:WP_001226198.1, SO:0001217, UniParc:UPI000005A28C, UniRef:UniRef100_P63989, UniRef:UniRef50_Q8ZBZ9, UniRef:UniRef90_P63989
contig_2	cds	401950	402690	+	JJLLKI_01009	dpaA	peptidoglycan meso-diaminopimelic acid protein amidase	RefSeq:WP_001225658.1, SO:0001217, UniParc:UPI000005A28D, UniRef:UniRef100_Q7CR54, UniRef:UniRef50_D4BDT9, UniRef:UniRef90_D4BDT9
contig_2	cds	402661	403428	-	JJLLKI_01010	yafJ	Amidotransferase	COG:COG0121, COG:R, RefSeq:WP_000333387.1, SO:0001217, UniParc:UPI00000CCE84, UniRef:UniRef100_Q8ZRJ6, UniRef:UniRef50_Q47147, UniRef:UniRef90_W8T6Z0
contig_2	cds	403641	404219	-	JJLLKI_01011	lpcA	D-sedoheptulose 7-phosphate isomerase	EC:5.3.1.28, GO:0005737, GO:0008270, GO:0008968, GO:0009244, GO:0097367, GO:1901135, GO:2001061, KEGG:K03271, RefSeq:WP_000284051.1, SO:0001217, UniParc:UPI000005A28F, UniRef:UniRef100_P63223, UniRef:UniRef50_P63224, UniRef:UniRef90_P63224
contig_2	cds	404459	406903	+	JJLLKI_01012	fadE	acyl-CoA dehydrogenase FadE	COG:COG1960, COG:I, EC:1.3.8.7, EC:1.3.8.8, GO:0003995, GO:0004466, GO:0005737, GO:0033539, GO:0050660, GO:0070991, KEGG:K06445, RefSeq:WP_000973041.1, SO:0001217, UniParc:UPI000012A4D4, UniRef:UniRef100_Q8ZRJ7, UniRef:UniRef50_Q47146, UniRef:UniRef90_Q47146
contig_2	cds	407012	407779	+	JJLLKI_01013		amidohydrolase	GO:0008152, RefSeq:WP_001577230.1, SO:0001217, UniParc:UPI0002309A92, UniRef:UniRef100_A0A5I4TZY5, UniRef:UniRef50_Q47679, UniRef:UniRef90_A0A379S8Z1
contig_2	cds	408089	408496	+	JJLLKI_01014		Spy/CpxP family protein refolding chaperone	KEGG:K06006, RefSeq:WP_001577228.1, SO:0001217, UniParc:UPI0002309A91, UniRef:UniRef100_A0A5I4U4U4, UniRef:UniRef50_A0A0J1LLI3, UniRef:UniRef90_A9MNS7
contig_2	cds	408836	409555	+	JJLLKI_01015	pagN	adhesin/invasin protein PagN	BlastRules:WP_000787603, GO:0009279, RefSeq:WP_000787603.1, SO:0001217, UniParc:UPI00000CCE82, UniRef:UniRef100_Q8ZRJ9, UniRef:UniRef50_Q8ZRJ9, UniRef:UniRef90_Q8ZRJ9
contig_2	cds	409894	410841	-	JJLLKI_01016	sinR	putative HTH-type transcriptional regulator SinR	GO:0003700, GO:0006351, GO:0043565, RefSeq:WP_000970302.1, SO:0001217, UniParc:UPI00001359A1, UniRef:UniRef100_P37459, UniRef:UniRef50_P37459, UniRef:UniRef90_P37459
contig_2	cds	411658	412479	-	JJLLKI_01017		NodB-like y domain-containing protein	RefSeq:WP_079962228.1, SO:0001217, UniParc:UPI0009AE28C3, UniRef:UniRef100_A0A5H9Y1D8, UniRef:UniRef50_Q2VP12, UniRef:UniRef90_B5R5Q0
contig_2	cds	412885	413355	-	JJLLKI_01018		Fimbriae subunit	RefSeq:WP_001577225.1, SO:0001217, UniParc:UPI0002309A8E, UniRef:UniRef100_A0A3S4FC05, UniRef:UniRef50_Q7CR56, UniRef:UniRef90_Q7CR56
contig_2	cds	413377	415887	-	JJLLKI_01019		fimbrial biogenesis outer membrane usher protein	RefSeq:WP_001577224.1, SO:0001217, UniParc:UPI0002309A8D, UniRef:UniRef100_A0A6C8GSR8, UniRef:UniRef50_A0A509CII7, UniRef:UniRef90_A0A509CII7
contig_2	cds	415911	416651	-	JJLLKI_01020	safB	pili assembly chaperone SafB	NCBIProtein:AAX64199.1, RefSeq:WP_000691918.1, SO:0001217, UniParc:UPI00020B99A4, UniRef:UniRef100_A0A6C8GSM0, UniRef:UniRef50_A0A5I8WQ66, UniRef:UniRef90_A0A5I8WQ66
contig_2	cds	416726	417223	-	JJLLKI_01021		Saf-pilin pilus formation protein	RefSeq:WP_001577222.1, SO:0001217, UniParc:UPI0002309A8B, UniRef:UniRef100_A0A6C8GTF9, UniRef:UniRef50_B5R5P6, UniRef:UniRef90_A0A7D8EWQ3
contig_2	cds	418006	418287	-	JJLLKI_01022		Transposase	SO:0001217, UniParc:UPI0002309A8A, UniRef:UniRef100_A0A6C8GSH7, UniRef:UniRef90_C0Q6R7
contig_2	cds	418835	419077	+	JJLLKI_01023		Cytoplasmic protein	KEGG:K19048, SO:0001217, UniRef:UniRef50_A0AAN0S774, UniRef:UniRef90_A0A509CKA6
contig_2	cds	419144	419365	-	JJLLKI_01024		Cytoplasmic protein	SO:0001217, UniParc:UPI0002309A88, UniRef:UniRef100_A0A3W0KD29, UniRef:UniRef50_M7RBD9, UniRef:UniRef90_A0A4Z0QAX4
contig_2	cds	419740	420171	-	JJLLKI_01025		Sugar tyrosine-protein kinase	SO:0001217, UniParc:UPI00024F192B, UniRef:UniRef100_A0A379X038, UniRef:UniRef50_A0A379X038, UniRef:UniRef90_A0A379X038
contig_2	cds	420326	420574	-	JJLLKI_01026		(pseudo) hypothetical protein	SO:0001217, UniParc:UPI00098456A8, UniRef:UniRef100_A0A5I4U2W2, UniRef:UniRef50_A0A379WFF6, UniRef:UniRef50_A0A3R0S9T3, UniRef:UniRef90_A0A379WFF6, UniRef:UniRef90_A0A3R0S9T3
contig_2	cds	421637	421912	+	JJLLKI_01027		Toxin SymE-like domain-containing protein	KEGG:K19048, RefSeq:WP_001577215.1, SO:0001217, UniParc:UPI0002309A85, UniRef:UniRef100_A0A6C8GSS8, UniRef:UniRef50_A0A2C9P3C4, UniRef:UniRef90_A0A6C8GSS8
contig_2	ncRNA	421654	421782	-	JJLLKI_01028	isrA	isrA Hfq binding RNA	RFAM:RF01385, SO:0000655
contig_2	cds	421959	422252	-	JJLLKI_01029		Bacteriocin immunity protein	RefSeq:WP_001577214.1, SO:0001217, UniParc:UPI0002309A84, UniRef:UniRef100_A0A701WWV2, UniRef:UniRef50_A0A1B9L340, UniRef:UniRef90_A0A701WWV2
contig_2	cds	422263	426990	-	JJLLKI_01030		RHS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5T6DF28, UniRef:UniRef90_A0A5H9L3I0
contig_2	cds	427006	427464	-	JJLLKI_01031		DUF1795 domain-containing protein	RefSeq:WP_000186514.1, SO:0001217, UniParc:UPI0002305890, UniRef:UniRef100_A0A3V3WDV7, UniRef:UniRef50_G5S6V0, UniRef:UniRef90_G5S6V0
contig_2	cds	427524	429758	-	JJLLKI_01032	vgrG	Type VI secretion system tip protein VgrG	KEGG:K11904, RefSeq:WP_077463718.1, SO:0001217, UniParc:UPI0009850871, UniRef:UniRef100_A0A5H9Y074, UniRef:UniRef50_A0A828PCY0, UniRef:UniRef90_A0A5H9IUX8
contig_2	cds	430155	430673	-	JJLLKI_01033	tlde1	type VI secretion system effector tlde1, L,D-transpeptidase	SO:0001217, UniParc:UPI0002309A81, UniRef:UniRef100_A0A3V2UIL4, UniRef:UniRef50_A9BPL3, UniRef:UniRef90_A0A5H3NTH9, VFDB:VFC0086, VFDB:VFG041112
contig_2	cds	430700	431086	-	JJLLKI_01034		putative periplasmic protein	SO:0001217, UniParc:UPI0001CC46BA, UniRef:UniRef100_A0A5W2B2Q3, UniRef:UniRef50_A0A2C9P3H4, UniRef:UniRef90_A0A2C9P3H4, VFDB:VFC0086, VFDB:VFG041111
contig_2	cds	431244	431705	-	JJLLKI_01035		Secreted protein	RefSeq:WP_077463722.1, SO:0001217, UniParc:UPI0003059D88, UniRef:UniRef100_A0A5W1RGS9, UniRef:UniRef50_A0A2T8T329, UniRef:UniRef90_A0A3W8M713
contig_2	cds	431690	432160	-	JJLLKI_01036		Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein	RefSeq:WP_000528843.1, SO:0001217, UniParc:UPI000169F0E3, UniRef:UniRef100_A0A637DUZ7, UniRef:UniRef90_A0A3Y0E5W5
contig_2	cds	432203	432970	-	JJLLKI_01037		Cytoplasmic protein	KEGG:K11890, RefSeq:WP_023228810.1, SO:0001217, UniParc:UPI0002FA2626, UniRef:UniRef100_A0A5V3PMC8, UniRef:UniRef50_A0A7U9H9E6, UniRef:UniRef90_A0A659RGJ9
contig_2	cds	432970	436839	-	JJLLKI_01038	icmF	type VI secretion protein IcmF	COG:COG3523, COG:U, GO:0033103, KEGG:K11891, NCBIProtein:AKD06957.1, RefSeq:WP_077463724.1, SO:0001217, UniParc:UPI00098574AA, UniRef:UniRef100_UPI00098574AA, UniRef:UniRef50_A0A3U3ABW0, UniRef:UniRef90_A0A3U3ABW0
contig_2	cds	436873	437229	-	JJLLKI_01039	sciR	Shiga-like toxin A subunit SciR	NCBIProtein:AAL19241.1, RefSeq:WP_001519067.1, SO:0001217, UniParc:UPI000169F7B5, UniRef:UniRef100_Q8ZRL3, UniRef:UniRef50_M7RFX0, UniRef:UniRef90_M7RFX0
contig_2	cds	437506	438279	-	JJLLKI_01040		Rap1a immunity protein domain-containing protein	RefSeq:WP_001577196.1, SO:0001217, UniParc:UPI00023095CB, UniRef:UniRef100_A0A6C8GU13, UniRef:UniRef50_C0Q6Q0, UniRef:UniRef90_A0A0R9Q2C4
contig_2	cds	438284	439588	-	JJLLKI_01041	icmH	type IVB secretion system protein IcmH/DotU	RefSeq:WP_001577195.1, SO:0001217, UniParc:UPI00023095CA, UniRef:UniRef100_A0A5W1RH33, UniRef:UniRef50_A0A0C2B606, UniRef:UniRef90_A0A2C9P3E4
contig_2	cds	439585	440928	-	JJLLKI_01042	tssK	type VI secretion system-associated protein	GO:0033103, KEGG:K11893, RefSeq:WP_001577194.1, SO:0001217, UniParc:UPI00023095C9, UniRef:UniRef100_A0A6C8GTL8, UniRef:UniRef50_Q63P45, UniRef:UniRef90_Q8Z966, VFDB:VFC0086, VFDB:VFG041105
contig_2	cds	440932	441468	-	JJLLKI_01043	tssJ	type VI secretion system-associated lipoprotein	RefSeq:WP_001007105.1, SO:0001217, UniParc:UPI000005A2B4, UniRef:UniRef100_A0A3U7XVU9, UniRef:UniRef90_A0A705SRY8, VFDB:VFC0086, VFDB:VFG041104
contig_2	cds	441535	442020	-	JJLLKI_01044		Hcp1 family type VI secretion system effector	KEGG:K11903, RefSeq:WP_023228246.1, SO:0001217, UniParc:UPI0003BCDE3A, UniRef:UniRef100_A0A5T4YBH4, UniRef:UniRef50_A0A0L6N0V2, UniRef:UniRef90_A0A0C2E8T0, VFDB:VFC0086, VFDB:VFG041100
contig_2	cds	442163	442546	-	JJLLKI_01045		putative periplasmic protein	RefSeq:WP_000379146.1, SO:0001217, UniParc:UPI00000CCE72, UniRef:UniRef100_Q8ZRL5, UniRef:UniRef50_A0A8H9NZP2, UniRef:UniRef90_A0A4Z0KBF0, VFDB:VFC0086, VFDB:VFG041102
contig_2	cds	442531	443016	-	JJLLKI_01046	tae4	type VI secretion system effector tae4, L,D-endopeptidase	RefSeq:WP_001081550.1, SO:0001217, UniParc:UPI00000D020F, UniRef:UniRef100_Q93IS4, UniRef:UniRef50_W0PL92, UniRef:UniRef90_A0A4Z0KBS2, VFDB:VFC0086, VFDB:VFG041101
contig_2	sorf	443146	443208	-	JJLLKI_01047		Type VI secretion lipoprotein/VasD	SO:0001217, UniParc:UPI001272402B, UniRef:UniRef100_A0A749CH88, UniRef:UniRef50_A0A2C9P4W2, UniRef:UniRef90_A0A5Z5TR84
contig_2	cds	443321	443806	-	JJLLKI_01048		Hcp1 family type VI secretion system effector	KEGG:K11903, RefSeq:WP_000312802.1, SO:0001217, UniParc:UPI000005A2B5, UniRef:UniRef100_Q7CR58, UniRef:UniRef50_A0A0L6N0V2, UniRef:UniRef90_Q7CR58, VFDB:VFC0086, VFDB:VFG041100
contig_2	cds	444060	444506	-	JJLLKI_01049		Cytoplasmic protein	RefSeq:WP_306292545.1, SO:0001217, UniParc:UPI0002E11060, UniRef:UniRef100_UPI0002E11060, UniRef:UniRef50_V7IK80, UniRef:UniRef90_V7IK80
contig_2	cds	444519	444905	-	JJLLKI_01050		BPSL0067 family protein	RefSeq:WP_058113649.1, SO:0001217, UniParc:UPI0002EB5BF1, UniRef:UniRef100_A0A5V3V582, UniRef:UniRef50_A0A2N9WUJ7, UniRef:UniRef90_A0A2C9P6L2
contig_2	cds	444972	446480	-	JJLLKI_01051	tssC	EvpB family type VI secretion protein	COG:COG3517, COG:U, GO:0033103, GO:0033104, KEGG:K11900, RefSeq:WP_000013881.1, SO:0001217, UniParc:UPI00000CCE70, UniRef:UniRef100_Q8ZRL7, UniRef:UniRef50_Q3BTR1, UniRef:UniRef90_A0A637CXX7, VFDB:VFC0086, VFDB:VFG041098
contig_2	cds	446504	447046	-	JJLLKI_01052	tssB	type VI secretion system-associated protein	COG:COG3516, COG:U, GO:0033103, RefSeq:WP_000996815.1, SO:0001217, UniParc:UPI00004F78BF, UniRef:UniRef100_A0A5V8FU70, UniRef:UniRef50_A0A095T7X3, UniRef:UniRef90_A0A3U9ZDA1, VFDB:VFC0086, VFDB:VFG041097
